,topic,link,replies,views
7615,Good Ideas for scratch games,/discuss/topic/70642/,0,235
3635,Any project ideas? || CHALLENGE,/discuss/topic/249293/,0,235
4504,Project Ideas Will Not Find You. You find them. Here's A Starting Point :),/discuss/topic/216937/,1,235
2537,buff/nerf/auto,/discuss/topic/300466/,0,235
7115,Make Transformations!,/discuss/topic/95402/,1,235
4452,ERROR!sans battle ideas (already have a good start),/discuss/topic/218634/,1,235
6488,I really need help for project Ideas!,/discuss/topic/140314/,4,235
4326,Views,/discuss/topic/222409/,2,235
4002,Comedy Series: What in the World?,/discuss/topic/234410/,4,235
7811,need help adding things to my game,/discuss/topic/59590/,0,235
3416,"Hey, just trying to decide what project I should work on next.",/discuss/topic/264492/,2,235
7501,Starkit's Prophecy,/discuss/topic/76244/,2,235
3597,I've recently reached 160 followers... What do you guys think I should do for it?,/discuss/topic/250350/,2,235
8282,Shop Ideas,/discuss/topic/44933/,1,235
4497,Project Ideas Will Not Find You. You find them. Here's A Starting Point :),/discuss/topic/216937/,1,235
1907,Public Voting and Private Sneak peeks. P.V.P.S.,/discuss/topic/342400/,6,235
4278,Hey! Check this awesome project that i made,/discuss/topic/224342/,0,235
2255,Nápad na projekt McQueen na ceste,/discuss/topic/307959/,3,235
2614,Scratch Olympics,/discuss/topic/295515/,6,235
7011,Stuck on what to do? Help here.,/discuss/topic/109976/,0,234
7134,Funny projects,/discuss/topic/100996/,1,234
5659,idea- mouse platformer,/discuss/topic/181682/,0,234
1718,Needs ideas for advanced game,/discuss/topic/351371/,8,234
4564,Bitmap Projects!,/discuss/topic/214359/,0,234
7466,Cubed Episodes!!,/discuss/topic/78564/,1,234
7848,Advice/Ideas for Class,/discuss/topic/58188/,2,234
4416,MAKING A NEW PROJECT >>>>>[ANY IDEAS?]<<<<<,/discuss/topic/219556/,4,234
4139,Platforming Concept {{Gliding}},/discuss/topic/229481/,4,234
7504,Would you play a game like this?,/discuss/topic/76512/,0,234
4336,~♢♢✪ ᖴᗩᑎTᗩSY ᗯOᖇᒪᗪ TITLE | IᗪEᗩS ᑎEEᗪEᗪ  ✪♢♢~,/discuss/topic/221971/,3,234
7826,Webcam,/discuss/topic/58982/,1,234
7674,hello,/discuss/topic/67098/,2,234
3346,What game should i start working on?,/discuss/topic/267607/,3,234
3675,Dt's Idea Shop,/discuss/topic/247286/,3,234
7916,I need so much HELP,/discuss/topic/56976/,2,234
7902,castles,/discuss/topic/57238/,2,234
3583,HELP!!!,/discuss/topic/251125/,1,234
8087,Idea,/discuss/topic/52150/,2,234
4568,Making a Project that acts like a Vlog!,/discuss/topic/214015/,2,233
412,Upgrade ideas?,/discuss/topic/417156/,29,233
5300,I NEED PROJECT IDEAS!!!,/discuss/topic/192793/,4,233
8029,Yu-gi-oh card game on scratch,/discuss/topic/54488/,2,233
399,Upgrade ideas?,/discuss/topic/417156/,29,233
3314,Project Ideas. You have no project ideas just come and check out this we have a ton,/discuss/topic/268907/,1,233
7206,Want to make a tank game?,/discuss/topic/97168/,0,233
1821,Fan Art,/discuss/topic/341236/,6,233
5294,I NEED PROJECT IDEAS!!!,/discuss/topic/192793/,4,233
8333,Need help from community!,/discuss/topic/43595/,0,233
7486,THE LEGEND OF SCRATCH CAT IDEAS,/discuss/topic/77230/,0,233
5383,Ideas and tricks,/discuss/topic/189662/,0,233
6224,Ideas For PeanutPig,/discuss/topic/158122/,4,233
7019,XXXxxxLENUKEDODGExxxXXX pre-alpha review column,/discuss/topic/109470/,0,233
8118,Stuff to make,/discuss/topic/51954/,0,233
7084,Contest. look and click on this.,/discuss/topic/104530/,1,233
6158,Studio ideas!,/discuss/topic/160000/,3,233
5250,Scratch game Ideas,/discuss/topic/194236/,3,232
8387,Art Contest,/discuss/topic/41057/,0,232
6230,I need some ideas!!,/discuss/topic/158424/,2,232
8172,Game Ideas Contest! (For new game ideas),/discuss/topic/49737/,0,232
4370,holiday projects,/discuss/topic/220599/,2,232
7593,8-Bit Portal Suggestions?,/discuss/topic/72092/,0,232
2928,I need a project idea but can't think of one,/discuss/topic/284372/,4,232
3358,I need ideas!!,/discuss/topic/266219/,2,232
4779,Big Business Game,/discuss/topic/205772/,3,232
3133,Display an image for a fixed period of time then display another image - Is this a good project to code in Scratch?,/discuss/topic/275610/,1,232
7196,Want to make a tank game?,/discuss/topic/97168/,0,232
7828,Makeing a show,/discuss/topic/58514/,1,232
7883,do you need a new topic or idea,/discuss/topic/57642/,0,232
1050,Animation Ideas?,/discuss/topic/385981/,14,231
6161,I'm Going to Make a Big Book of Sprites,/discuss/topic/163374/,1,231
7101,Want a the best April Fools joke?,/discuss/topic/103316/,0,231
7769,hi,/discuss/topic/60808/,2,231
5639,"Hat Simulator Stuff for a game, Ideas For In-Game-Hats",/discuss/topic/182253/,0,231
5418,Idea!!!!,/discuss/topic/188783/,1,231
2637,I'm stuck on what to make...,/discuss/topic/295084/,4,231
4216,Random Labyrinth,/discuss/topic/226528/,1,231
4881,"""Simultaneous"" Block [IDEA]",/discuss/topic/203552/,2,231
3703,Scratch_Twitter.,/discuss/topic/246010/,2,231
3971,So i am coming out with another tycoon project i wan't to know if i should add a tutorial? Also i need ideas!,/discuss/topic/235585/,1,231
4033,Art/Mythical Beast Contest!!,/discuss/topic/233441/,0,231
6123,Good ideas for a semi-experienced scratcher?,/discuss/topic/165800/,2,231
7988,GIVE IDEA BROS,/discuss/topic/54832/,1,231
5035,New Pen Blocks,/discuss/topic/200299/,2,231
4097,Artist Block.,/discuss/topic/230851/,3,231
5141,"Suggest Vector Art, I need some ideas!",/discuss/topic/197427/,1,231
5754,Picking up and throwing?,/discuss/topic/178626/,1,231
2312,Scratch team lovers,/discuss/topic/312418/,6,231
6841,Help,/discuss/topic/120348/,2,230
4236,10 Squares,/discuss/topic/225510/,1,230
8086,Wouldn't that be something...,/discuss/topic/52804/,0,230
8164,Projects,/discuss/topic/49970/,0,230
2698,Ideas for Scratch 3,/discuss/topic/292854/,2,230
7029,My mind when thinking of topics,/discuss/topic/108678/,0,230
4872,"""Simultaneous"" Block [IDEA]",/discuss/topic/203552/,2,230
5050,The Aquarium ~ SUGGESTIONS PAGE,/discuss/topic/199341/,2,230
4297,Looking for projects with use of sensing,/discuss/topic/223749/,2,230
6069,Alien Ideas!,/discuss/topic/168154/,0,230
3290,I'm bored...,/discuss/topic/269870/,3,230
2507,"I could use ideas for the story of ""Dungeon Simulator"", a game I am working on.",/discuss/topic/296829/,4,230
3856,WHAT SHOULD I MAKE NEXT,/discuss/topic/239815/,2,229
5384,[VvB] The Compendium,/discuss/topic/189651/,0,229
8542,Silphaer Needs Game Ideas,/discuss/topic/33685/,0,229
3057,Soccer game Achievements suggests,/discuss/topic/278812/,3,229
4734,Game ideas needed,/discuss/topic/207508/,2,229
7598,Suggestions for projects,/discuss/topic/71654/,1,229
4210,Computer Simulator/ Windows Simulator,/discuss/topic/226691/,0,229
1940,I need ideas!!!,/discuss/topic/339000/,6,229
8495,need a friend?,/discuss/topic/35690/,0,229
7420,Some Lessons,/discuss/topic/82602/,1,229
6292,Ultimate list of ideas come get some ideas,/discuss/topic/154806/,0,229
3513,I need help with projects!,/discuss/topic/254189/,2,229
4094,Need A REALLY GOOD Project Idea?,/discuss/topic/230929/,1,229
3712,WHO'S READY TO CELEBRATE SCRATCH MONTH?,/discuss/topic/245745/,3,228
7243,Please Help Me Find A Topic To Do A Game.,/discuss/topic/95120/,0,228
3412,Windows 7.1 ideas?,/discuss/topic/264686/,1,228
8468,Project Ideas.,/discuss/topic/36665/,0,228
7462,got good ideas?,/discuss/topic/78968/,1,228
8091,First project!!!,/discuss/topic/52617/,1,228
2834,Your Most Embarrassing Fails! *READ DESC*,/discuss/topic/287707/,2,228
4728,The Sister Location,/discuss/topic/207713/,3,228
2921,Block Ideas,/discuss/topic/283152/,2,228
2543,Ideas for Disasters in Survive the Disasters,/discuss/topic/300156/,4,228
2717,Like Giga having eyes?,/discuss/topic/292533/,4,228
8498,non cloud data project ideas!,/discuss/topic/35559/,0,228
7378,HELP PLEASE,/discuss/topic/85388/,1,228
8475,Project Ideas.,/discuss/topic/36665/,0,228
7552,How should I finish this game?,/discuss/topic/74540/,0,227
4271,Top 3 Project Ideas,/discuss/topic/224575/,0,227
6856,megalodon studio(first),/discuss/topic/119676/,1,227
2824,Your Most Embarrassing Fails! *READ DESC*,/discuss/topic/287707/,2,227
8043,Want an Idea ?? Come Here!!,/discuss/topic/54358/,0,227
3837,70 project ideas for ANY type of scratcher!,/discuss/topic/240739/,1,227
2864,about masterplans. Ideas please.,/discuss/topic/286858/,3,227
6165,New Platformer: Elements,/discuss/topic/163244/,3,227
3603,Things I MIGHT be Doing (Uni),/discuss/topic/250323/,3,227
2123,I NEED IDEAS,/discuss/topic/321687/,8,227
2062,Creative Project Ideas - My Personal Top 3,/discuss/topic/324460/,3,227
2082,NO SCRATCH 3.0!!!,/discuss/topic/324388/,3,227
5798,Idea Exchange,/discuss/topic/177418/,1,227
4351,J-Craft's Scratch Shop,/discuss/topic/221515/,0,227
7075,Sumdog projects,/discuss/topic/105124/,0,227
4380,Special Needs Scratch Program? Any ideas??,/discuss/topic/220583/,2,227
2563,Starting out,/discuss/topic/292355/,4,227
2775,ASCII ::  NEED IDEAS,/discuss/topic/290365/,3,227
2774,What IS The Maximum Follow Count?,/discuss/topic/290997/,1,226
7851,Need ideas..,/discuss/topic/58150/,0,226
4377,I need ideas,/discuss/topic/220590/,4,226
6651,Scott Pilgrim vs. The World: The Game 2!,/discuss/topic/131298/,0,226
7895,No Ideas!,/discuss/topic/57362/,1,226
6101,Any suggestion?,/discuss/topic/167055/,1,226
5770,Fnaf World,/discuss/topic/178089/,0,226
3480,Building Your Project Idea: Guide,/discuss/topic/257955/,1,226
5375,No ideas? Come over here!,/discuss/topic/189684/,1,226
1776,Emoji Chat Interface,/discuss/topic/343985/,2,226
6382,I need help thinking of ideas to create.,/discuss/topic/147884/,2,226
3477,Go and check out my recents!,/discuss/topic/258253/,3,226
5642,Supernoah11,/discuss/topic/167618/,3,226
3041,Naming Stuff,/discuss/topic/279684/,3,226
8288,Racing Ideas,/discuss/topic/44804/,0,226
3720,if you need project ideas i got a bunch here,/discuss/topic/245491/,2,226
2074,NO SCRATCH 3.0!!!,/discuss/topic/324388/,3,226
8100,Fly the Tardis project ideas,/discuss/topic/52595/,0,225
4973,I NEED HELP!!!,/discuss/topic/201625/,1,225
3410,Can't seem to idea today...,/discuss/topic/264012/,2,225
3587,"Making a SSB project, need ideas!",/discuss/topic/250800/,2,225
3011,Movement mechanics and abilities help,/discuss/topic/281389/,0,225
5601,Song ideas?,/discuss/topic/183449/,1,225
7465,What to Make?,/discuss/topic/78886/,1,225
4050,Charaters For Super Smash Bros. Project S!,/discuss/topic/231066/,2,225
4506,TAP Ad,/discuss/topic/216893/,0,225
4499,TAP Ad,/discuss/topic/216893/,0,225
6849,I need an idea of some sort...,/discuss/topic/119840/,2,225
6999,Need ideas for a theme for a studio,/discuss/topic/110938/,0,225
6199,NEED ideas for a scrolling adventure game.,/discuss/topic/160056/,2,225
4306,"Animation Idea, Click to Delete",/discuss/topic/223287/,2,225
7834,how to make your own show on scratch,/discuss/topic/58770/,0,225
8267,Anyone like mario,/discuss/topic/45645/,0,224
3975,New Project Idea! A Scratch Election!!!!!!!!!!!,/discuss/topic/235473/,0,224
5547,Idk,/discuss/topic/185153/,0,224
5576,What type of games do you like to make?,/discuss/topic/176945/,3,224
2856,Studio Ideas:,/discuss/topic/218801/,3,224
2712,Tell me what kind of RPG to make!,/discuss/topic/292553/,4,224
2368,Write down your top 5 project ideas! Feel free to post ;)))),/discuss/topic/306839/,2,224
3484,Open World Platformer Ideas,/discuss/topic/257664/,2,224
5502,Chat Suomalaisille Scrathaajille,/discuss/topic/182281/,4,224
6742,Ideas for games,/discuss/topic/126658/,2,224
2227,meme collab idea thing.,/discuss/topic/316057/,3,224
3735,Idea help!,/discuss/topic/244631/,2,224
6905,Need ideas for a horror game,/discuss/topic/116630/,1,224
7336,Need a good idea?,/discuss/topic/88700/,0,224
3620,I am thinking some christian or music games would be cool...,/discuss/topic/249201/,6,224
2798,Bullying on Scratch and elsewhere.,/discuss/topic/289917/,4,224
3641,Ideas,/discuss/topic/249170/,0,224
5426,RPG Ideas,/discuss/topic/188497/,0,224
2650,Idea's For Me,/discuss/topic/294882/,4,224
7814,Project,/discuss/topic/59432/,1,224
1704,Tetris 99 in Scratch ?,/discuss/topic/351767/,4,224
4662,"Ideas, Anyone?",/discuss/topic/209940/,3,224
2866,Have you got ideas of Christmas game?,/discuss/topic/286601/,3,224
1427,Poems,/discuss/topic/372868/,12,224
1337,How to Create a Cool Christmas Game This Holiday Season!,/discuss/topic/377332/,3,223
7899,need music ideas mainly one direction,/discuss/topic/57344/,0,223
2529,How do I make a Tycoon,/discuss/topic/295384/,2,223
4967,I need Ideas for cars to use in game and music,/discuss/topic/198386/,1,223
4119,I need some project ideas.,/discuss/topic/229864/,4,223
6962,Maze Ideas,/discuss/topic/112484/,0,223
5610,ChipToons,/discuss/topic/182934/,3,223
7368,what next?,/discuss/topic/85880/,1,223
4485,Art teacher looking for cool intro projects for students (middle school)! Thx!,/discuss/topic/217289/,1,223
8003,video game,/discuss/topic/54856/,1,223
8284,Fanta needs idea's!,/discuss/topic/44572/,1,223
2950,Football Doge - Advice,/discuss/topic/283925/,2,223
1767,Cheat Detection,/discuss/topic/349493/,3,223
3562,here,/discuss/topic/251490/,4,223
8210,Project Anti Prejudice,/discuss/topic/47680/,0,223
7342,animation,/discuss/topic/88304/,0,223
5683,PAC-MAN GAME,/discuss/topic/180805/,2,223
6562,Ideas for final fantasy and FNAF crossover bosses,/discuss/topic/136238/,0,223
5216,random game ideas,/discuss/topic/195698/,0,223
3755,Shooter?,/discuss/topic/242386/,2,223
4061,snap for scratch on ipad,/discuss/topic/232488/,0,223
7920,Music Game Ideas?,/discuss/topic/56606/,2,223
4554,Can you not think of any project ideas?,/discuss/topic/214749/,0,223
6262,Give me ideas for scratch!!!,/discuss/topic/155644/,2,222
5978,X CARDS,/discuss/topic/170658/,2,222
6010,mad libs on scratch,/discuss/topic/169518/,6,222
3666,(Greek) Game Idea,/discuss/topic/247199/,3,222
7052,Challenge Project,/discuss/topic/107120/,0,222
7928,DOCTOR WHO,/discuss/topic/56892/,1,222
3886,Maybe you could..,/discuss/topic/238727/,2,222
1910,May I have some ideas?,/discuss/topic/341378/,5,222
5834,I'm making a new year countdown!,/discuss/topic/176094/,3,222
1832,Any new ideas for a snake game,/discuss/topic/346906/,4,222
1276,Felipebross and Eddybross The Video Game,/discuss/topic/186438/,1,222
6205,Please I really need ideas,/discuss/topic/159972/,3,222
7994,video game,/discuss/topic/54856/,1,222
8053,buhu [need ideas],/discuss/topic/54108/,1,222
4891,Please add to new studios!,/discuss/topic/203834/,0,222
4450,Ideas,/discuss/topic/218357/,4,222
2807,Discuss family,/discuss/topic/288952/,4,222
6449,Ideas for My New Game: The Daily Life of a Cat,/discuss/topic/143892/,0,222
1502,What project should I [attempt] to make? :/,/discuss/topic/367858/,5,221
7114,I really need project ideas,/discuss/topic/102174/,2,221
7698,Shadow rendering,/discuss/topic/65510/,2,221
6986,how to make art of things from your favorite games,/discuss/topic/111168/,2,221
8381,Any good QUICK Game Ideas?,/discuss/topic/41382/,0,221
3313,How can I suggest a feature or run the search engine in the forums???,/discuss/topic/268932/,2,221
2190,New animation series: suggestions go here,/discuss/topic/318689/,2,221
7985,Animation!,/discuss/topic/55220/,2,221
8082,Coin Clicker Ideas...,/discuss/topic/52898/,0,221
6200,The village an interactive piece of art,/discuss/topic/160170/,0,221
4900,New business Game,/discuss/topic/199208/,2,221
2812,I'm making an Animated Series thing.,/discuss/topic/288239/,3,221
2253,"Ideas, please?",/discuss/topic/205786/,3,221
1924,Idea for ssb-like game,/discuss/topic/336717/,2,221
7152,The Best Game You Will Ever Play,/discuss/topic/100096/,0,221
1287,I need story ideas!,/discuss/topic/375871/,5,221
7229,Better late than never!,/discuss/topic/95854/,0,221
6124,Giving Project Ideas!,/discuss/topic/165796/,0,220
7768,Idea Mania!!!,/discuss/topic/60922/,0,220
286,Games to make,/discuss/topic/416193/,15,220
6652,"I need a game idea.. girly, fun, and stuff were I can improve my art.",/discuss/topic/131296/,2,220
3810,Comment For idea's for Life of food!,/discuss/topic/242105/,4,220
7987,Easy fun animated games,/discuss/topic/55202/,0,220
7737,Any ideas for my next project???,/discuss/topic/62394/,0,220
4729,A game 2 make idea,/discuss/topic/207850/,3,220
8266,Making A Contest,/discuss/topic/45666/,0,220
6493,looking for a good idea.,/discuss/topic/139950/,1,219
7286,a good idea,/discuss/topic/92300/,1,219
6076,Help with making a project.,/discuss/topic/167922/,4,219
2427,Apple Clicker Question,/discuss/topic/304576/,5,219
2216,help. i need ideas!,/discuss/topic/317470/,8,219
6870,Give ideas..??,/discuss/topic/118818/,1,219
3482,Scrolling Screens And More!,/discuss/topic/257366/,1,219
2217,OS name ideas?,/discuss/topic/314139/,2,219
5272,Hello there,/discuss/topic/193945/,0,219
7001,I wanna stay in my job,/discuss/topic/110816/,0,219
7610,My Turn-Based Game,/discuss/topic/70934/,0,219
6502,looking for a good idea.,/discuss/topic/139950/,1,219
8063,recipe,/discuss/topic/53998/,1,219
7285,Help with project?,/discuss/topic/92336/,0,219
2913,Project ideas needed!,/discuss/topic/284819/,5,219
6947,Suggest more news here!,/discuss/topic/112726/,1,219
3914,I need help to solve some problems,/discuss/topic/237771/,0,219
3693,*New!* Project Ideas,/discuss/topic/246880/,2,219
2170,anyone have idea to improve this?,/discuss/topic/317564/,4,218
2179,anyone have idea to improve this?,/discuss/topic/317564/,4,218
7880,Need a Let It Go Music video.,/discuss/topic/57696/,0,218
5020,I need some ideas!,/discuss/topic/200764/,0,218
7839,account settings,/discuss/topic/58570/,2,218
6044,Reindeer Dash (Endless 2-D Flying Game),/discuss/topic/168943/,0,218
5715,Meh needs ideas.,/discuss/topic/177999/,2,218
4896,What type of games do you like?,/discuss/topic/203732/,1,218
8235,Night Firework ???,/discuss/topic/46881/,0,218
6655,Game Idea Needed,/discuss/topic/130484/,2,218
3714,"Welcome to communicate with me,I like animation adaptation and creation.",/discuss/topic/245757/,0,217
5046,"""The Beginner's Guide""-type game.",/discuss/topic/200140/,1,217
3209,I'm trying yo word wrap my PTE,/discuss/topic/273417/,2,217
8509,TRYING,/discuss/topic/34997/,0,217
4589,Murder Mystery,/discuss/topic/212649/,5,217
4536,I don't know what to do for a Project and I have no Idea how to do stuff on this ?!,/discuss/topic/215668/,0,217
8396,Help with ideas on projects!!!,/discuss/topic/40611/,0,217
7918,I'm looking for some people to help me program my games.,/discuss/topic/57068/,3,217
4905,animation ideas,/discuss/topic/203530/,0,217
3776,Ideas Please!!,/discuss/topic/243450/,3,217
5772,2400x1800px multi-directional scroller,/discuss/topic/178032/,0,217
7765,What should i make next?,/discuss/topic/60958/,1,217
6064,Realistic Falling,/discuss/topic/168264/,0,217
4954,Please comment and tell me what to add i am stuck please help me with my movie animation,/discuss/topic/202329/,1,217
5975,How to Make a Pen Engine,/discuss/topic/170829/,2,217
2767,Project Ideas,/discuss/topic/289750/,3,217
7577,Competitions of desing,/discuss/topic/70278/,1,217
3679,Ideas for new programs??,/discuss/topic/247309/,3,216
6173,I need ideas for my game,/discuss/topic/161504/,2,216
3968,can someone please tell me what to make for a project i dont know,/discuss/topic/235580/,2,216
6388,Any Ideas?,/discuss/topic/147434/,4,216
1999,Trying To Create Machine Learning,/discuss/topic/335780/,5,216
6684,I have no more game ideas!,/discuss/topic/129844/,2,216
4073,how do i make people want to play my game,/discuss/topic/231939/,2,216
3331,Project Ideas,/discuss/topic/268070/,3,216
1570,I need some ideas,/discuss/topic/366495/,4,216
4393,Make sure...,/discuss/topic/217294/,1,216
4066,What should i make next?,/discuss/topic/232205/,0,216
2248,—★ Request A Quiz ★—,/discuss/topic/314880/,4,216
3184,Animation Ideas? Anybody?,/discuss/topic/273508/,2,216
2413,The Chronicles of Lyra,/discuss/topic/297007/,1,216
7761,dramha,/discuss/topic/61170/,0,216
2910,Project Ideas,/discuss/topic/283430/,2,216
1721,Scratchs Magic Coin achievements rewards,/discuss/topic/352590/,6,215
6961,First game on @why-song,/discuss/topic/112656/,2,215
5581,Platformer Story?,/discuss/topic/184064/,2,215
8277,Heeellllllllllp!,/discuss/topic/45078/,0,215
4532,Pixelate Ideas,/discuss/topic/215886/,2,215
2867,How To get noticed,/discuss/topic/286539/,1,215
6261,game ideas requests - please read,/discuss/topic/156182/,2,215
5599,Make your projects like a story!,/discuss/topic/172841/,2,215
4665,Help Create Levels,/discuss/topic/210090/,6,215
5938,Connecting Socially,/discuss/topic/172020/,1,215
8159,Try this projects and comment,/discuss/topic/50064/,0,215
6154,send me an idea or a project i can remix,/discuss/topic/164186/,2,215
6081,Blockman7,/discuss/topic/167617/,2,215
8021,Super Smash Brothers On Scratch Help ?,/discuss/topic/54642/,1,215
8060,Need Ideas!!!,/discuss/topic/54024/,2,215
8144,mario smash bros game,/discuss/topic/50775/,0,215
5790,What should I create?,/discuss/topic/177650/,1,214
2406,Q&A With XanonStudios,/discuss/topic/305825/,3,214
5668,==BRICK PLATFORMER==,/discuss/topic/181293/,1,214
7608,Need Help,/discuss/topic/71090/,0,214
5966,Maze Game HUGE UPDATE,/discuss/topic/170742/,2,214
2937,I need your creativeness :) here !,/discuss/topic/284171/,3,214
7629,Stuck On Scratch?,/discuss/topic/69808/,0,214
12,Comic/Animation Ideas,/discuss/topic/430356/,26,214
8103,What is your favorite anime character?,/discuss/topic/52506/,0,214
704,New Project Ideas For 2017,/discuss/topic/236749/,1,214
4652,Idea Shop!,/discuss/topic/211014/,7,214
7594,Fan Art or Proof of Something or Opinions or Songs,/discuss/topic/72066/,0,214
2214,3.0 Micro Bit.,/discuss/topic/317437/,4,214
3496,Which of These Games Should I Recreate in Scratch (Poll),/discuss/topic/256388/,1,214
2702,Crash Bandicoot Scratch Edition!,/discuss/topic/293519/,3,214
4931,Need ideas for projects? look here!,/discuss/topic/202966/,2,214
3281,Board Games,/discuss/topic/269659/,2,214
7900,Scratch,/discuss/topic/57332/,0,214
2485,Practical project idea for adults,/discuss/topic/300911/,3,214
8097,Project Suggestions for D-Zi,/discuss/topic/52646/,0,214
7774,Help! I need ideas!,/discuss/topic/60786/,0,214
3561,Poke-Wars,/discuss/topic/251685/,2,214
7251,I need help for a good scratch project,/discuss/topic/94634/,0,213
4368,I need music ideas...,/discuss/topic/220625/,2,213
7182,Finding Projects,/discuss/topic/98294/,0,213
1831,say some ideas you have but can't make your self,/discuss/topic/345216/,5,213
7557,Scratch Graphics API (SGA),/discuss/topic/74266/,0,213
4384,What to do with a Capture Styler?,/discuss/topic/220481/,0,213
6087,"Need Ideas for a short, but fun horror game",/discuss/topic/167675/,0,213
345,Powerup/powerdown (hinder) ideas?,/discuss/topic/408129/,17,213
6875,Conspiracy theroies,/discuss/topic/118494/,1,213
5321,Getting Started with Scratch,/discuss/topic/192194/,3,213
6293,Any Ideas?,/discuss/topic/154636/,2,213
6194,I NEED SERIES IDEAS!,/discuss/topic/160264/,1,213
6359,What should I make?,/discuss/topic/147302/,2,213
3648,Project Ideas,/discuss/topic/248704/,2,213
7675,Pen rendered Watch Face,/discuss/topic/67144/,0,213
8177,My profile pic!,/discuss/topic/49575/,1,213
4200,Should I do a collab game or a collab animation?,/discuss/topic/227100/,1,213
6033,Ideas?,/discuss/topic/168988/,4,213
7142,Help Anyone!,/discuss/topic/100628/,2,213
8173,Give ideas for my project `Better and Bad`,/discuss/topic/49687/,0,213
3609,✨Making a sailor moon mega man parody✨,/discuss/topic/250290/,1,212
6694,how to make,/discuss/topic/128446/,2,212
5024,what animation series should I do,/discuss/topic/200124/,3,212
3447,Scratch Phone!,/discuss/topic/260617/,0,212
2989,I really need a project idea !,/discuss/topic/281946/,2,212
7207,Money and Doughnut Series,/discuss/topic/97142/,0,212
7707,ideas for  games and cartoons and ecards,/discuss/topic/64928/,0,212
3266,Music ideas!,/discuss/topic/271054/,1,212
7741,My Ideas,/discuss/topic/62226/,0,212
8131,an educational game,/discuss/topic/51303/,0,212
788,Q&A Subissions,/discuss/topic/234876/,4,212
8476,I dont have any ideas,/discuss/topic/36645/,0,212
2994,Ideas?,/discuss/topic/281995/,3,212
7236,bunnyland,/discuss/topic/95390/,0,212
5462,Noise help,/discuss/topic/187413/,1,212
7197,Money and Doughnut Series,/discuss/topic/97142/,0,212
6331,Vroom Balls Topic,/discuss/topic/151286/,1,212
8469,I dont have any ideas,/discuss/topic/36645/,0,212
6941,Encode and Decode blocks,/discuss/topic/113626/,1,211
6942,Luigi sunshine: Story line and mechanics requests.,/discuss/topic/113548/,0,211
4831,How to make 3D?,/discuss/topic/204795/,3,211
4684,Game ideas please!,/discuss/topic/209382/,3,211
948,would you rather question help,/discuss/topic/389533/,9,211
2029,Welcome to Scratch!,/discuss/topic/261239/,2,211
3229,Prize Ideas,/discuss/topic/272207/,2,211
8136,TYCOON BASE,/discuss/topic/50968/,0,211
1322,New Scratchers Project Idea,/discuss/topic/377739/,7,211
6769,Level Ideas For My Point and Click Game,/discuss/topic/124958/,0,211
4455,Please help me!,/discuss/topic/215850/,2,211
3351,"You Write, We Animate - NOW HIRING",/discuss/topic/267266/,0,211
4109,Where's Wazzo!,/discuss/topic/230554/,2,211
8054,A project,/discuss/topic/54154/,0,211
5731,"projects that i,m making",/discuss/topic/179262/,3,211
7068,creating a gun game [simulator_only],/discuss/topic/105504/,0,211
5627,Code battles (Game Idea),/discuss/topic/182590/,0,211
5469,What I'm making.,/discuss/topic/186965/,2,211
7897,Do's anbody have ideas!,/discuss/topic/57364/,0,211
1709,HELP ME MAKE A DECISION!,/discuss/topic/352475/,6,211
2586,Best Music,/discuss/topic/297586/,3,211
5906,Terraira 1.3,/discuss/topic/173424/,2,211
5722,"projects that i,m making",/discuss/topic/179262/,3,211
1592,"I need a project idea, please help!",/discuss/topic/364977/,7,211
4901,new ideas,/discuss/topic/198860/,2,211
4235,Help for platformer project.,/discuss/topic/225738/,3,210
6360,Which Account Should I Make This Project on?,/discuss/topic/148902/,1,210
3467,How to create a Cloud Score Without the person doining again,/discuss/topic/258910/,2,210
2145,Looking for project ideas,/discuss/topic/320789/,8,210
1726,New Game,/discuss/topic/350712/,3,210
5656,10 ideas!,/discuss/topic/181677/,2,210
2618,"This is chat with me discuss, here, you can tell me ideas how to make projects",/discuss/topic/295759/,3,210
4269,Pokemon game worth making?,/discuss/topic/224502/,2,210
6372,Mode requests,/discuss/topic/148562/,3,210
5714,Root Productions | Need Ideas | Post all FTL-style ideas here!,/discuss/topic/179283/,4,210
2658,Xander's scene,/discuss/topic/294779/,3,210
1565,Okay so I got this cool news podcast thing idea,/discuss/topic/366320/,3,210
5372,Online virtual world,/discuss/topic/189816/,5,210
2948,Dedicated scratch console?,/discuss/topic/283864/,2,210
3074,I feel like my project is too basic,/discuss/topic/278219/,3,210
4870,Ideas for a logic game plz!,/discuss/topic/203977/,0,210
5406,FNaF,/discuss/topic/188712/,2,210
2295,Find your Brain Empty? Try these Revealing-Identity Ideas!,/discuss/topic/312935/,2,210
4879,Ideas for a logic game plz!,/discuss/topic/203977/,0,210
6682,THE FLOP!!!!!!!!!!!! project idea!,/discuss/topic/129312/,1,210
6346,Minecraft Ideas,/discuss/topic/149986/,0,209
3069,What Game Should I make next,/discuss/topic/278582/,3,209
4611,Need Ideas for Game Theme,/discuss/topic/211881/,3,209
3762,projects,/discuss/topic/243922/,1,209
1974,"""Trouble in System"" {Introduction + Parts I, II, and III}",/discuss/topic/338971/,4,209
4323,I'ma newb in need!,/discuss/topic/222672/,2,209
