,topic,link,replies,views
44382,Platform games.,/discuss/topic/76240/,2,242
51597,Help with screen scrolling and centering,/discuss/topic/39450/,0,242
44174,How Do You Add Song?,/discuss/topic/124724/,3,242
23161,Explain Local variable Clone ID,/discuss/topic/281332/,2,242
31324,Synchronizing Movement & Sound,/discuss/topic/220825/,2,242
15804,How do I make a keyword answer key for a test/quiz?,/discuss/topic/336395/,5,242
40920,How do I make a script (or do you have one) that calculates big holidays?,/discuss/topic/166724/,2,242
28301,Game coding,/discuss/topic/239178/,3,242
48548,Moving View for Project! Need Help!,/discuss/topic/70600/,3,242
29321,HOW DO YOU GET SCRATCH PROJECTS ONLINE!!?,/discuss/topic/232983/,8,242
28135,Systeme points selon couleur toucher,/discuss/topic/239642/,2,242
21522,"Trying To Get My ""Invaders"" to Move At Random Speeds Independently Of Eachother",/discuss/topic/290406/,4,242
40165,help me T_T,/discuss/topic/171029/,5,242
44230,My script is bugged out,/discuss/topic/124010/,5,242
32768,Clones,/discuss/topic/211558/,10,242
39779,Please help with music,/discuss/topic/173466/,12,242
28473,When restarting my game pen traces are not completely cleared,/discuss/topic/238209/,3,242
34872,How can i make a wall that works all the way round?,/discuss/topic/200095/,3,242
16699,How to create a hyperlink in a Scratch game?,/discuss/topic/322584/,7,242
16690,Advanced Physics,/discuss/topic/322819/,2,242
44490,How Can I Upload a Username to Cloud Data?,/discuss/topic/121040/,2,242
34684,Help on a new game.,/discuss/topic/201191/,2,242
2584,Right clicking in scratch.,/discuss/topic/414734/,23,242
39930,Can someone help me with platformer scripts?,/discuss/topic/170056/,5,242
53377,Help with multiplayer,/discuss/topic/26930/,1,242
41655,Line artifacts in noise generator.,/discuss/topic/156544/,3,241
52152,Script help,/discuss/topic/36027/,1,241
26883,Scratch does not execute my commands.,/discuss/topic/248479/,8,241
46537,Problems.,/discuss/topic/97228/,3,241
45266,Importing Sound Files,/discuss/topic/112528/,3,241
49168,cloud varibles,/discuss/topic/62736/,1,241
43638,Help w/ custom blocks,/discuss/topic/131582/,3,241
28642,I have a few issues with a project I am working on. Can you guys help?,/discuss/topic/236980/,6,241
44853,ANIMATION AND SCROLLING/SENSING HELP!!,/discuss/topic/116784/,4,241
35586,Need help for a voting system!,/discuss/topic/196745/,8,241
9423,How Do I Become Better At Coding?,/discuss/topic/377690/,11,241
17748,"Code does exactly what I tell it to do, which is the problem.",/discuss/topic/316818/,9,241
43613,How To Make A Platformer?,/discuss/topic/132032/,3,241
45234,help,/discuss/topic/113022/,3,241
48092,Wntto  know how to make gravity? Here's a way,/discuss/topic/76400/,0,241
42709,3D Engine,/discuss/topic/142946/,2,241
18410,Random Scroll X / Y World,/discuss/topic/311381/,7,241
26241,Health Bar Help.,/discuss/topic/253058/,7,241
30631,Help!,/discuss/topic/224944/,3,241
46893,Clones! *Fixed!,/discuss/topic/92824/,2,241
28993,How to make object move in circles?,/discuss/topic/235207/,3,241
28946,How to make object move in circles?,/discuss/topic/235207/,3,241
37338,Username block in offline editor,/discuss/topic/187209/,2,241
12934,Stick needs help in 0.1.7,/discuss/topic/354419/,10,241
14703,How to create a next/skip button for your game?,/discuss/topic/343670/,2,241
30424,Pen,/discuss/topic/209321/,8,241
20574,Issues With Collision Detection- Help????,/discuss/topic/296251/,3,241
52422,Cloud Server,/discuss/topic/33823/,1,241
34661,Distance to___ Newed and improved!,/discuss/topic/201130/,7,241
25275,How do I make a game like Super Mario Bros?,/discuss/topic/266336/,1,241
43968,Pen Flappybird,/discuss/topic/127194/,4,241
15306,The mathematics of weapon spread?,/discuss/topic/339646/,4,241
45162,Following a sprite,/discuss/topic/112842/,4,241
52469,How To Make A Good Scratch Game Tutorials:How To Make a Highscore Sign #1,/discuss/topic/33513/,0,241
35327,Help with 'When this sprite clicked',/discuss/topic/198242/,2,241
46042,try to put forever in,/discuss/topic/102666/,2,241
10392,Has anyone found a way to detect Special Keys?,/discuss/topic/375629/,4,241
20506,Cloning,/discuss/topic/296551/,7,241
39428,Please help with a coding issue,/discuss/topic/175447/,14,241
48595,Having Trouble combining scripts and sprites,/discuss/topic/70276/,3,241
46842,Broadcasting Problems,/discuss/topic/93250/,4,241
52254,scratch don't go,/discuss/topic/35233/,1,241
19241,How do you create google on scratch???,/discuss/topic/303510/,7,241
14121,Capatilization?,/discuss/topic/346325/,12,241
40697,How do you make a sprite detect walls and not be able to move through them?,/discuss/topic/167833/,3,241
51096,Is this broken or am I doing it wrong?,/discuss/topic/43718/,2,241
40588,Need Help With Pen Coding,/discuss/topic/168371/,5,241
51969,starting one sprite stopping another,/discuss/topic/37369/,1,241
46407,scrolling platformer engine,/discuss/topic/98552/,3,241
53536,Music,/discuss/topic/25895/,1,241
13581,"I've been stuck on this issue for 3 hours, can't figure it out.",/discuss/topic/350438/,7,241
8902,"Variables Keep On Saying ""Infinity""",/discuss/topic/382783/,20,241
36303,Change () Effect by () Not working on Surface 2,/discuss/topic/192691/,8,241
22749,Movement not working,/discuss/topic/283665/,3,241
38987,i need help on voicelines for my movie!!!,/discuss/topic/133330/,3,241
47299,Moving,/discuss/topic/86452/,3,241
49256,Adding Text,/discuss/topic/61524/,3,241
47293,Press link,/discuss/topic/86780/,3,241
36221,Shooting,/discuss/topic/174050/,2,241
13526,"I've been stuck on this issue for 3 hours, can't figure it out.",/discuss/topic/350438/,7,241
48330,How to make sounds loop?,/discuss/topic/73452/,5,241
40283,scratch to exe,/discuss/topic/170342/,4,241
40883,solid sprites,/discuss/topic/166957/,1,241
41288,HOW DO I MAKE A DIFFICULTY CHANGER ON MY GAME!!!!!! It is a Yu-Gi-oh type game!! PLZ HELP!!!!!,/discuss/topic/162214/,1,241
46362,scrolling platformer engine,/discuss/topic/98552/,3,241
19663,Have scratch projects not run on flash,/discuss/topic/300896/,4,241
53400,"Displaying Variables, where and how on screen",/discuss/topic/26822/,2,241
19867,Card placing/Drawing glitch,/discuss/topic/300120/,10,241
31605,How do i turn?,/discuss/topic/219120/,3,241
40811,solid sprites,/discuss/topic/166957/,1,241
22951,Why does it glitch like this?,/discuss/topic/282612/,4,241
50731,Blocks,/discuss/topic/46272/,2,241
19742,Have scratch projects not run on flash,/discuss/topic/300896/,4,241
20225,why repeat loop is very slow?,/discuss/topic/298178/,2,241
46337,Super Maze,/discuss/topic/99498/,2,241
23607,help with lists,/discuss/topic/278307/,4,241
51046,How to blur in scratch?,/discuss/topic/44066/,1,241
36301,"Hitpoint/HP/Health code isn't working, goes past 0 and stays alive. Help with code please.",/discuss/topic/192834/,6,241
36662,List of coordinated attributes,/discuss/topic/188759/,6,241
44082,FNaF Fan game help!,/discuss/topic/125968/,4,241
20074,Music playing on a certain slide,/discuss/topic/299058/,2,241
49208,i need help making a working elevator,/discuss/topic/62202/,1,241
45799,Help with making sprite move left when hitting *left arrow key.,/discuss/topic/106144/,5,241
28465,Platformer Help,/discuss/topic/238154/,14,241
8952,"Variables Keep On Saying ""Infinity""",/discuss/topic/382783/,20,241
44121,How Do You Add Song?,/discuss/topic/124724/,3,241
41583,For Nintenjoe10.,/discuss/topic/157898/,5,241
46115,CLOUD DATA!?!?!,/discuss/topic/102128/,6,241
31821,(Fixed) Multi-player Help!,/discuss/topic/217852/,10,241
11084,Help with scrolling platformer about falling into the ground and wall jump,/discuss/topic/372717/,3,241
45310,Making a scrolling screen,/discuss/topic/112194/,1,241
38328,How do I delete all clones?,/discuss/topic/181535/,4,241
48093,Dragging items to a box for points,/discuss/topic/76376/,4,240
40615,Editing a project for use in Turbo mode,/discuss/topic/168281/,4,240
38891,Controls(especially loop and forever) not working on Sprite receiving broadcasted msg,/discuss/topic/178233/,3,240
51606,Costume Changing,/discuss/topic/39927/,1,240
24658,What is wrong with my script?!!!!!,/discuss/topic/270815/,13,240
31911,How to make a sprite re-appear only if I've clicked it?,/discuss/topic/217419/,4,240
30694,Figuring out Delta-X and Delta-Y,/discuss/topic/224620/,1,240
34707,Deletion of 1 item on a list,/discuss/topic/201280/,6,240
18571,Help with script for UNI!,/discuss/topic/309395/,16,240
50136,scrolly+scrollx,/discuss/topic/50921/,2,240
37428,the menu dos'nt show!,/discuss/topic/186546/,5,240
50768,Platformer moving,/discuss/topic/45536/,1,240
42092,Disappearing clones - please help!,/discuss/topic/150822/,2,240
25573,Image won't import properly,/discuss/topic/263694/,3,240
31617,Need help with a script for game!!!,/discuss/topic/218900/,8,240
46693,Comments won't save,/discuss/topic/95112/,2,240
37717,Sprite Won't Hide,/discuss/topic/184968/,1,240
51987,Any suggestions on Non-Cloud highscores?,/discuss/topic/37236/,1,240
12320,I need help with making a tile grid with more then 300(clone limit) tiles,/discuss/topic/364674/,7,240
41366,Help with gravity!,/discuss/topic/160116/,8,240
37920,Calling All Platformer Experts!,/discuss/topic/169352/,5,240
38376,Music,/discuss/topic/181224/,4,240
22877,Score stops counting after 10,/discuss/topic/282853/,4,240
47648,Coveyor,/discuss/topic/82022/,2,240
24076,HELP? How can i make text appear with a pixelated format.,/discuss/topic/211147/,4,240
20111,Need beta testers...,/discuss/topic/298824/,11,240
50302,Music for my games,/discuss/topic/49086/,2,240
31976,Script eventually stops when it isn't supposed too.,/discuss/topic/216911/,5,240
25078,how do i make a multiplayer game,/discuss/topic/267750/,5,240
41962,SHow do you do scrolling?,/discuss/topic/152400/,2,240
50611,Help for scripts Find your solution here!,/discuss/topic/47273/,2,240
32559,How do i stop sprites walking through hidden sprites?,/discuss/topic/212812/,3,240
50613,Cloud varriables,/discuss/topic/47259/,1,240
41491,My game,/discuss/topic/158966/,6,240
23132,How do you create gravity?,/discuss/topic/281504/,5,240
44270,no music and score...:(,/discuss/topic/123554/,4,240
23472,A.I. cop for my Jailbreak game,/discuss/topic/279236/,3,240
23530,help with lists,/discuss/topic/278307/,4,240
48107,Buying script-need help! ;n;,/discuss/topic/74960/,1,240
50379,Music for my games,/discuss/topic/49086/,2,240
41106,Cannon Simulator,/discuss/topic/165132/,6,240
37383,¿What do you think about my project?,/discuss/topic/186230/,4,240
44681,Help with player controll while scrolling & rotating background,/discuss/topic/118922/,1,240
27296,Math Gameboard Help!,/discuss/topic/245315/,4,240
36392,High-score,/discuss/topic/191526/,5,240
48369,New Game in  the making need help,/discuss/topic/73016/,6,240
13261,Play frequency block definition,/discuss/topic/352324/,4,240
51323,my platformer script wont work,/discuss/topic/41811/,1,240
48031,High Score,/discuss/topic/76260/,3,240
34627,Thumbnail how?,/discuss/topic/201492/,8,240
18067,My head hurts,/discuss/topic/314934/,6,240
28173,Tank help,/discuss/topic/239854/,3,240
44677,SERIOUSLY NEED HELP FOR SCHOOL PROJECT,/discuss/topic/118902/,2,240
13316,po,/discuss/topic/352085/,7,240
51383,Collision Detection.,/discuss/topic/41584/,0,240
42439,how do you make 3d with pen?,/discuss/topic/146314/,4,240
43416,Cloud Data,/discuss/topic/133234/,3,240
17280,How to update Cloud variables,/discuss/topic/320056/,4,240
6355,Text Bubbles of Sprites,/discuss/topic/358097/,3,240
36809,sprite jumping everywhere,/discuss/topic/189958/,1,240
20809,issue with wall collision in platformer project,/discuss/topic/294714/,3,240
48814,wait blocks,/discuss/topic/65524/,2,240
42969,Bullets seem to stop working.. plz halp,/discuss/topic/139650/,2,240
36767,Any way to change a variable specified by another variable?,/discuss/topic/190107/,3,240
49174,Detect Noise made by PC,/discuss/topic/62494/,1,240
31388,Glitching through walls?,/discuss/topic/220443/,5,240
43494,Cloud Data,/discuss/topic/133234/,3,240
31164,Coin Collection System,/discuss/topic/221748/,3,240
35622,"Can't change from one backdrop to another, it glitches out (PLEASE HELP ME)",/discuss/topic/195951/,9,240
35628,"Can't change from one backdrop to another, it glitches out (PLEASE HELP ME)",/discuss/topic/195951/,9,240
23091,How do you create gravity?,/discuss/topic/281504/,5,240
20838,Need help,/discuss/topic/294603/,6,240
31175,no random copies,/discuss/topic/221832/,1,240
30195,NEED HELP PLEASE,/discuss/topic/227578/,2,240
51294,my platformer script wont work,/discuss/topic/41811/,1,240
33461,generate pen code,/discuss/topic/207484/,3,240
27917,Can someone help me with doing a game.,/discuss/topic/241189/,7,240
27864,How to make an elevator,/discuss/topic/241622/,2,240
46778,How do you use pen?,/discuss/topic/94198/,3,240
35941,how do you script,/discuss/topic/194819/,12,240
18401,Trouble With Collsion in RPG game thing,/discuss/topic/311426/,11,240
43817,Hide and Show,/discuss/topic/128534/,6,240
25849,Variables,/discuss/topic/259266/,3,240
39751,Laggy Script,/discuss/topic/173609/,3,240
38814,Highscore Lists,/discuss/topic/178755/,3,240
50851,Platformer moving,/discuss/topic/45536/,1,240
44570,HELP WITH PLATFORMER!,/discuss/topic/120062/,3,240
13207,Play frequency block definition,/discuss/topic/352324/,4,240
13929,Sound problems,/discuss/topic/347944/,14,240
21015,Online multiplayer unlimited players,/discuss/topic/293505/,3,240
25933,Shark Game directions won't work!,/discuss/topic/257935/,9,240
32418,[???] *Buttons?*,/discuss/topic/213795/,7,240
48184,Buying script-need help! ;n;,/discuss/topic/74960/,1,240
45781,help please,/discuss/topic/106476/,4,240
35360,Repeating,/discuss/topic/198100/,14,240
45775,After a game has started and finished. how do i make a sport go to another random place?,/discuss/topic/106492/,2,240
37362,the menu dos'nt show!,/discuss/topic/186546/,5,240
27840,Picking random from certain group!!!!!!!!!!!,/discuss/topic/241581/,5,240
39029,Costume Name,/discuss/topic/177736/,1,239
50503,Variables unique to clone?,/discuss/topic/48235/,1,239
20207,I need help with my project.,/discuss/topic/297595/,9,239
53316,"Displaying Variables, where and how on screen",/discuss/topic/26822/,2,239
24231,I just need help,/discuss/topic/273220/,5,239
23631,Hitboxes,/discuss/topic/278246/,2,239
49222,Help with script!,/discuss/topic/61810/,4,239
24260,Does anyone know how to change your username.,/discuss/topic/273554/,3,239
19406,Scoreboard,/discuss/topic/302632/,4,239
32603,PLEASE HELP!,/discuss/topic/212555/,13,239
36460,"HELP ME, SCRATCH IS GLITCHING OUT",/discuss/topic/192076/,3,239
50534,HELP!,/discuss/topic/47916/,2,239
16932,MMO Snake,/discuss/topic/321549/,7,239
43477,Laggy Script,/discuss/topic/133278/,3,239
29610,My moving script,/discuss/topic/231264/,2,239
36143,Saying the answer and 'the answer is -' at the same time,/discuss/topic/193776/,2,239
45724,help,/discuss/topic/107080/,5,239
50614,how do I have music on my project?,/discuss/topic/47245/,1,239
45731,HOW DO I ADD MUSIC FROM ANOTHER SITE!?!?,/discuss/topic/105480/,2,239
38408,How do I make a quiz with many answers per question? It's not working for me.,/discuss/topic/181026/,3,239
33610,If touching....,/discuss/topic/206538/,5,239
36335,Project is at red stop sign besides when a sprite is moving.,/discuss/topic/192675/,5,239
17225,How to update Cloud variables,/discuss/topic/320056/,4,239
32610,Can you help me make this project run smoother? :(,/discuss/topic/212373/,1,239
30157,Cloning on button press?,/discuss/topic/227793/,4,239
19721,Sprite quality (using size) suddenly dropped? URGENT,/discuss/topic/300551/,10,239
49329,Possible multiplayer using cloud variables?,/discuss/topic/60660/,3,239
46132,Background..?,/discuss/topic/101932/,2,239
51694,how can i scroll?,/discuss/topic/39290/,1,239
48678,Advenced shooting,/discuss/topic/67944/,2,239
38914,help with correct and wrong sounds,/discuss/topic/178242/,2,239
11828,how to change scene when sprite reaches certain position,/discuss/topic/368298/,2,239
27048,I NEED HELP PLZZZ!,/discuss/topic/247587/,5,239
19179,Many more clones than usual after clicking a button. (Worked before clicking the button),/discuss/topic/303948/,4,239
42868,How do you import a CC to a photo editor program?,/discuss/topic/138468/,2,239
24304,I just need help,/discuss/topic/273220/,5,239
44919,An In conspicuous glitch,/discuss/topic/116314/,3,239
45848,how do i make a slowmoitin ting that can be disabled,/discuss/topic/105184/,3,239
24972,NPC's,/discuss/topic/268508/,3,239
47574,"Battle with ""lifes left"" ?",/discuss/topic/83108/,2,239
46051,How do you make a countdown?,/discuss/topic/102870/,2,239
44953,Clones,/discuss/topic/116068/,1,239
26103,Variable error,/discuss/topic/255617/,10,239
25980,Bad word.,/discuss/topic/257578/,4,239
25119,Darkening and lightening colors,/discuss/topic/267356/,3,239
39209,Alternative for a moving block!,/discuss/topic/176792/,3,239
25905,Bad word.,/discuss/topic/257578/,4,239
46791,HELP!!!!,/discuss/topic/94094/,2,239
21207,Stop shooting when an enemy dies,/discuss/topic/292136/,5,239
54648,Background not changing - help!,/discuss/topic/17781/,1,239
43790,Fighting Game,/discuss/topic/129770/,2,239
32534,Ceiling Detection,/discuss/topic/212963/,5,239
8401,Issues With Cloud Variables,/discuss/topic/385064/,18,239
40544,Is There Any Way to Change Notation?,/discuss/topic/168694/,1,239
33702,[Resolved] Stopping looped sounds,/discuss/topic/206134/,5,239
25481,MINECRAFT PC REALMS INVITE,/discuss/topic/264554/,5,239
43798,Player not spawning correctly,/discuss/topic/129458/,4,239
28043,I have TWO small projects I need some help with!,/discuss/topic/240555/,2,239
49051,Help with Scratch,/discuss/topic/64072/,3,239
18435,Change just the height or width of a sprite?,/discuss/topic/312111/,2,239
28959,Cloud Data,/discuss/topic/235272/,11,239
47449,Lists,/discuss/topic/84656/,3,239
34048,Help with bounce off wall,/discuss/topic/204480/,4,239
22193,Setting a Function for Speed on an Autonomous Sprite,/discuss/topic/286567/,1,239
17603,"573,373 character string?",/discuss/topic/317871/,7,239
44099,Asking and Answers,/discuss/topic/125684/,4,239
45945,How do I make my game move around the world?,/discuss/topic/104226/,0,239
48355,Help with fixing broken game needed,/discuss/topic/71544/,2,239
19263,- How to Make a Variable Appear Blue -,/discuss/topic/303330/,5,239
44784,I need help with sprites,/discuss/topic/117652/,1,239
42806,Ally\Enemy,/discuss/topic/141464/,2,239
32888,How would you make different clones go to different places?,/discuss/topic/210904/,3,239
25660,World High Score,/discuss/topic/262645/,5,239
32232,Help with clones,/discuss/topic/215241/,7,239
11031,Help with scrolling platformer about falling into the ground and wall jump,/discuss/topic/372717/,3,239
36752,Unique Ways to Make Sprites Teleport Everywhere!,/discuss/topic/190245/,2,239
34723,what is a motor blok?,/discuss/topic/201261/,1,239
18975,Text Engine,/discuss/topic/305266/,6,239
52172,Physics,/discuss/topic/35862/,0,239
14202,Online Pong Game - Help w/ sync,/discuss/topic/346409/,6,239
3918,Layer Bug,/discuss/topic/367863/,6,239
50794,Examples of ___of # Block,/discuss/topic/45924/,1,239
42649,"How to restore items on a list that have been deleted (if not possible, is there a way to store these items?)",/discuss/topic/143548/,3,239
37925,Trying to Create Restaurant Game- Help With Duplicates,/discuss/topic/183813/,1,239
22140,Setting a Function for Speed on an Autonomous Sprite,/discuss/topic/286567/,1,239
26543,jumping,/discuss/topic/251123/,3,239
46596,Wiosna,/discuss/topic/96598/,1,239
49762,Layers of Sprites,/discuss/topic/54448/,2,239
32179,.•♫•♬• Mυѕιc Ƭяσυвℓєѕ  •♬•♫•.,/discuss/topic/214973/,5,239
44505,Help!,/discuss/topic/120882/,4,239
20120,How do I make a save data system?,/discuss/topic/298806/,8,239
23485,Wall Trouble,/discuss/topic/279131/,2,239
23523,Laggy game,/discuss/topic/278844/,3,239
51966,Dress up game,/discuss/topic/37383/,1,239
38892,i need help,/discuss/topic/178319/,2,239
40915,X position of clone outputs parent's position,/discuss/topic/166785/,4,239
38704,Rotating objects to face the right direction,/discuss/topic/179295/,4,239
51994,Someone forgot to fix the glitches again...,/discuss/topic/37174/,2,239
45494,Random Costumes,/discuss/topic/109800/,2,238
50433,How do you bounce when an,/discuss/topic/48817/,1,238
48583,I need help with making a multiplayer game,/discuss/topic/69828/,1,238
27194,"When I try to resize sprites, they turn purple",/discuss/topic/246324/,3,238
18942,Daily High Score,/discuss/topic/278947/,5,238
5529,Sad animation,/discuss/topic/211357/,4,238
39100,how to make a platform no be able to go through,/discuss/topic/173443/,2,238
20778,online/multiplayer,/discuss/topic/294992/,6,238
49358,How to make a script and sprite position reset when a script finished?!,/discuss/topic/60332/,1,238
30019,i need help with improvments,/discuss/topic/228698/,1,238
37167,Boss attacks not working properly after a few cycles. Help!,/discuss/topic/188089/,3,238
13766,My encryption is not working as it should :(,/discuss/topic/348715/,11,238
24894,Help on Separating Variables into Lists,/discuss/topic/269236/,3,238
30909,"Possible loading thing, maybe a glitch.",/discuss/topic/223330/,5,238
49902,Animation Error,/discuss/topic/52813/,2,238
38421,How do you make a spite follow your cursor?,/discuss/topic/180965/,5,238
18619,Scrolling list without list,/discuss/topic/307851/,9,238
41691,Script runs too fast and Turbo Mode has no effect,/discuss/topic/155846/,4,238
26293,sprite follow another sprite,/discuss/topic/252592/,2,238
45929,Infinite X Scrolling suddenly changing costume,/discuss/topic/104138/,4,238
30782,How do you make sprites follow other sprites?,/discuss/topic/224153/,4,238
49321,Scratch block help.,/discuss/topic/60726/,3,238
47973,Saving progess possible?,/discuss/topic/77780/,4,238
49829,Animation Error,/discuss/topic/52813/,2,238
39526,How u make a PaintPad?,/discuss/topic/68326/,3,238
30943,Trouble With Color Detection... Or Something,/discuss/topic/222898/,4,238
25050,Edge lag,/discuss/topic/267829/,5,238
22364,HOW DO YOU ANIMATE YOUR PROFILE?,/discuss/topic/285497/,7,238
43198,Touch Block not working,/discuss/topic/136704/,2,238
31949,Help With Dance Dance Revelution in Scratch,/discuss/topic/210122/,8,238
48948,minuscule,/discuss/topic/65594/,0,238
44054,={:}= Framerate/lag Detector ={:}=,/discuss/topic/125982/,4,238
16284,Lose work in project.,/discuss/topic/325132/,6,238
10697,Shift Key Detection,/discuss/topic/374623/,6,238
16722,Scratch and Makey Makey,/discuss/topic/323005/,5,238
49371,Using Touch to make a Sprite (spaceship) rendezvous with another Sprite (Planet),/discuss/topic/60110/,2,238
36107,Why won't it blow up?,/discuss/topic/193568/,4,238
48166,Need help,/discuss/topic/75230/,5,238
49293,Sprite glitching,/discuss/topic/61082/,0,238
45418,3D Project,/discuss/topic/110790/,3,238
32486,I Need Help!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,/discuss/topic/212124/,3,238
39485,multiplayer,/discuss/topic/175001/,12,238
47617,Help with sprite movement,/discuss/topic/81912/,4,238
45504,Water Ripples,/discuss/topic/109656/,4,238
41250,Pathfinding?,/discuss/topic/162804/,1,238
48174,Dear Angel ♥,/discuss/topic/75096/,1,238
46489,Re-iteration,/discuss/topic/97842/,2,238
36903,Help with Rhythm games,/discuss/topic/188508/,4,238
51118,I NEED HELP PLEASE,/discuss/topic/43532/,3,238
38441,Platformer help,/discuss/topic/180803/,5,238
42339,Pixellation Issues,/discuss/topic/147858/,2,238
29298,I need all of the squares to regroup safely,/discuss/topic/233179/,7,238
50652,Help! Cloud Data,/discuss/topic/46867/,2,238
43689,Costumes and Grid Guidelines,/discuss/topic/130916/,1,238
35518,My backdrops are acting wonky,/discuss/topic/197293/,4,238
30589,HOW TO MAKE RANDOMIZER AND A THING THAT CHECKS THE ANSWER!!! (PLS ITS HOMEWORK),/discuss/topic/225028/,5,238
35527,Some math stuff and a repeat loop thing.,/discuss/topic/197242/,6,238
47632,Simple drawing with odd results,/discuss/topic/82278/,2,238
46242,Jump problem,/discuss/topic/100658/,2,238
34096,High Score Lists,/discuss/topic/204144/,3,238
33552,What's Less Laggy?,/discuss/topic/206796/,11,238
40733,walking sound,/discuss/topic/167728/,2,238
43540,Stamp function not working,/discuss/topic/132776/,4,238
29754,How do I get my text box to work?,/discuss/topic/230323/,4,238
35220,Multiplayer help,/discuss/topic/198393/,11,238
17470,Having a grid system still work with scrolling?,/discuss/topic/318811/,7,238
51341,HELP! Sprite layers,/discuss/topic/41760/,1,238
51146,CLoNE ISSUE,/discuss/topic/43259/,3,238
40002,hi going here,/discuss/topic/172060/,12,238
34657,what is a motor blok?,/discuss/topic/201261/,1,238
22372,Coins,/discuss/topic/285326/,7,238
44699,bug,/discuss/topic/118664/,4,238
25718,"Help: if I click the flag, the sprites don't show up. But",/discuss/topic/261188/,4,238
37134,project stop in the middle!,/discuss/topic/188325/,2,238
27505,I can't get rid of this script!!!!,/discuss/topic/244226/,8,238
42385,.,/discuss/topic/147112/,3,238
34565,HELP ME MY SPRITE WONT INTERACT WITH RED SPRITE,/discuss/topic/201933/,4,238
25121,"Simulation of ""if on edge, bounce"" block?",/discuss/topic/267432/,2,238
17409,Costume problems,/discuss/topic/318273/,8,238
23368,UP ARROW PRESSED GRAVITY PLATFORMER,/discuss/topic/279799/,4,238
25129,[removed],/discuss/topic/267247/,11,238
49242,Sprite glitching,/discuss/topic/61082/,0,238
30216,REQUESTING FOR CLOSURE,/discuss/topic/227019/,7,238
27320,Wrong colours in Pic Editor!,/discuss/topic/70288/,3,238
18785,Button not working well for this sprite.,/discuss/topic/306753/,6,238
33988,Back-and-Forth Movement Script?,/discuss/topic/204764/,3,238
46527,Help with Star count,/discuss/topic/97354/,1,238
29032,How do i do the light trick,/discuss/topic/234934/,10,238
30774,how do i make my sprite jump and then come back down ( as if there was real gravity in the game )?,/discuss/topic/224159/,2,238
23283,My sprite is not taking damadge when its supposed to.,/discuss/topic/280439/,7,237
43816,Help!,/discuss/topic/129362/,6,237
10643,Shift Key Detection,/discuss/topic/374623/,6,237
18859,help making a comparison variable,/discuss/topic/306035/,5,237
49117,I need help!,/discuss/topic/63246/,5,237
36911,Might've bitten off more than I can chew,/discuss/topic/189082/,4,237
41267,Multiplayer Game,/discuss/topic/162336/,4,237
42611,i realllllllllllllllllllllllllllllllllllly NEED HELP !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,/discuss/topic/143246/,2,237
50663,Hide When Clicked,/discuss/topic/46818/,1,237
40765,Change costume by not holding button,/discuss/topic/167566/,7,237
33639,HELP me to improve PLEASE. (read for details),/discuss/topic/206175/,2,237
24996,help again,/discuss/topic/268268/,4,237
33643,Yoshi Game,/discuss/topic/206334/,3,237
28929,how to remember names in a list?,/discuss/topic/235059/,4,237
24737,Need Help With Walking Script!,/discuss/topic/270320/,2,237
32840,Need help to make a game?,/discuss/topic/210854/,7,237
22293,360 degree script troubles,/discuss/topic/285981/,6,237
36957,Music,/discuss/topic/189018/,1,237
47041,Cloning Bug..?,/discuss/topic/90432/,3,237
48441,Help with Varibles,/discuss/topic/72206/,2,237
31247,Need help making a sprite go in one end and out the other like it keeps going on and on like a runner game but with a sprite.,/discuss/topic/221211/,6,237
27307,Easy Help,/discuss/topic/245555/,7,237
44268,multiplication and division,/discuss/topic/123434/,3,237
33184,How to make cars and karts not to go off the track in a racing game?,/discuss/topic/207534/,3,237
21713,Pokemon Game,/discuss/topic/288769/,6,237
45711,Sound and ghost effect bug?,/discuss/topic/107440/,2,237
45401,How can i make clone based variable?,/discuss/topic/110954/,2,237
52949,Project,/discuss/topic/30267/,1,237
48063,timer.,/discuss/topic/75994/,2,237
36566,Need Help With Simple Scratch Project,/discuss/topic/191388/,7,237
52909,Help!! Can not figure out!!,/discuss/topic/30534/,1,237
36153,Password (not my project),/discuss/topic/193350/,5,237
49417,Sprites are not hiding when touched,/discuss/topic/59474/,4,237
45044,Quiz making,/discuss/topic/115112/,3,237
17685,How to make a sprite not appear when the green flag is pressed?,/discuss/topic/317487/,2,237
6272,How do i make clones go to clones?,/discuss/topic/346844/,8,237
46218,οι εντολές μου δεν αποθηκεύονται...,/discuss/topic/100962/,1,237
45063,Gun/weapon Shooting,/discuss/topic/114928/,5,237
31158,mouse wheel,/discuss/topic/221782/,9,237
40031,Scripts not doing anything.,/discuss/topic/171411/,6,237
49941,My Scratch picture,/discuss/topic/52465/,1,237
21980,Jumping Script ~ Reindeer Runner,/discuss/topic/286524/,7,237
39270,Problem in project?,/discuss/topic/176395/,4,237
30892,Optimization,/discuss/topic/223467/,3,237
50569,math flaw in the project,/discuss/topic/47617/,2,237
36228,Password (not my project),/discuss/topic/193350/,5,237
